[2023-12-21 05:48:16,057][INFO] 
===== FNN_small-0.1-500-small-2023-12-21-05-48-16 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_small
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.1
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5cbaad8e50>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5cbaad8700>
[2023-12-21 06:12:59,276][INFO] correct1 8
[2023-12-21 06:13:00,128][INFO] correct2 31
[2023-12-21 06:13:00,518][INFO] correct3 0
[2023-12-21 06:13:05,910][INFO] correct1 4
[2023-12-21 06:13:07,377][INFO] correct2 32
[2023-12-21 06:13:08,332][INFO] correct3 0
[2023-12-21 06:13:14,289][INFO] correct1 4
[2023-12-21 06:13:15,754][INFO] correct2 32
[2023-12-21 06:13:16,193][INFO] correct3 0
[2023-12-21 06:13:21,554][INFO] correct1 3
[2023-12-21 06:13:22,312][INFO] correct2 32
[2023-12-21 06:13:23,103][INFO] correct3 0
[2023-12-21 06:13:28,740][INFO] correct1 4
[2023-12-21 06:13:29,801][INFO] correct2 32
[2023-12-21 06:13:30,310][INFO] correct3 0
[2023-12-21 06:13:37,188][INFO] correct1 7
[2023-12-21 06:13:38,212][INFO] correct2 32
[2023-12-21 06:13:38,706][INFO] correct3 0
[2023-12-21 06:13:45,307][INFO] correct1 6
[2023-12-21 06:13:46,350][INFO] correct2 31
[2023-12-21 06:13:46,844][INFO] correct3 0
[2023-12-21 06:13:53,530][INFO] correct1 13
[2023-12-21 06:13:55,270][INFO] correct2 32
[2023-12-21 06:13:56,460][INFO] correct3 0
[2023-12-21 06:14:03,245][INFO] correct1 10
[2023-12-21 06:14:04,980][INFO] correct2 31
[2023-12-21 06:14:06,166][INFO] correct3 0
[2023-12-21 06:14:12,749][INFO] correct1 12
[2023-12-21 06:14:14,550][INFO] correct2 32
[2023-12-21 06:14:15,760][INFO] correct3 0
[2023-12-21 06:14:22,661][INFO] correct1 10
[2023-12-21 06:14:25,241][INFO] correct2 30
[2023-12-21 06:14:27,085][INFO] correct3 0
[2023-12-21 06:14:33,627][INFO] correct1 10
[2023-12-21 06:14:34,725][INFO] correct2 30
[2023-12-21 06:14:35,226][INFO] correct3 0
[2023-12-21 06:14:41,650][INFO] correct1 6
[2023-12-21 06:14:43,448][INFO] correct2 31
[2023-12-21 06:14:44,666][INFO] correct3 0
[2023-12-21 06:14:51,311][INFO] correct1 9
[2023-12-21 06:14:53,065][INFO] correct2 32
[2023-12-21 06:14:54,335][INFO] correct3 0
[2023-12-21 06:15:01,024][INFO] correct1 14
[2023-12-21 06:15:02,072][INFO] correct2 31
[2023-12-21 06:15:03,917][INFO] correct3 0
[2023-12-21 06:15:10,363][INFO] correct1 10
[2023-12-21 06:15:12,098][INFO] correct2 31
[2023-12-21 06:15:13,274][INFO] correct3 0
[2023-12-21 06:15:19,888][INFO] correct1 5
[2023-12-21 06:15:21,647][INFO] correct2 32
[2023-12-21 06:15:22,832][INFO] correct3 0
[2023-12-21 06:15:29,039][INFO] correct1 6
[2023-12-21 06:15:30,830][INFO] correct2 31
[2023-12-21 06:15:31,301][INFO] correct3 0
[2023-12-21 06:15:38,070][INFO] correct1 6
[2023-12-21 06:15:39,119][INFO] correct2 32
[2023-12-21 06:15:39,619][INFO] correct3 0
[2023-12-21 06:15:46,552][INFO] correct1 6
[2023-12-21 06:15:47,602][INFO] correct2 32
[2023-12-21 06:15:48,091][INFO] correct3 0
[2023-12-21 06:15:55,000][INFO] correct1 8
[2023-12-21 06:15:56,006][INFO] correct2 30
[2023-12-21 06:15:56,484][INFO] correct3 0
[2023-12-21 06:16:03,436][INFO] correct1 7
[2023-12-21 06:16:05,199][INFO] correct2 32
[2023-12-21 06:16:06,477][INFO] correct3 0
[2023-12-21 06:16:12,559][INFO] correct1 2
[2023-12-21 06:16:13,545][INFO] correct2 31
[2023-12-21 06:16:14,012][INFO] correct3 0
[2023-12-21 06:16:20,543][INFO] correct1 2
[2023-12-21 06:16:21,623][INFO] correct2 30
[2023-12-21 06:16:22,116][INFO] correct3 0
[2023-12-21 06:16:27,925][INFO] correct1 1
[2023-12-21 06:16:28,790][INFO] correct2 30
[2023-12-21 06:16:29,202][INFO] correct3 0
[2023-12-21 06:16:34,732][INFO] correct1 5
[2023-12-21 06:16:36,261][INFO] correct2 31
[2023-12-21 06:16:37,236][INFO] correct3 0
[2023-12-21 06:16:42,591][INFO] correct1 9
[2023-12-21 06:16:44,067][INFO] correct2 31
[2023-12-21 06:16:45,052][INFO] correct3 0
[2023-12-21 06:16:50,508][INFO] correct1 4
[2023-12-21 06:16:51,919][INFO] correct2 30
[2023-12-21 06:16:52,298][INFO] correct3 0
[2023-12-21 06:16:57,605][INFO] correct1 1
[2023-12-21 06:16:59,051][INFO] correct2 32
[2023-12-21 06:16:59,946][INFO] correct3 0
[2023-12-21 06:17:05,519][INFO] correct1 12
[2023-12-21 06:17:06,957][INFO] correct2 31
[2023-12-21 06:17:07,906][INFO] correct3 0
[2023-12-21 06:17:13,202][INFO] correct1 8
[2023-12-21 06:17:14,651][INFO] correct2 32
[2023-12-21 06:17:15,647][INFO] correct3 0
[2023-12-21 06:17:21,041][INFO] correct1 10
[2023-12-21 06:17:23,681][INFO] correct2 32
[2023-12-21 06:17:25,845][INFO] correct3 0
[2023-12-21 06:17:31,216][INFO] correct1 10
[2023-12-21 06:17:32,696][INFO] correct2 31
[2023-12-21 06:17:33,670][INFO] correct3 0
[2023-12-21 06:17:39,101][INFO] correct1 4
[2023-12-21 06:17:40,552][INFO] correct2 32
[2023-12-21 06:17:40,953][INFO] correct3 0
[2023-12-21 06:17:46,260][INFO] correct1 6
[2023-12-21 06:17:47,098][INFO] correct2 32
[2023-12-21 06:17:47,507][INFO] correct3 0
[2023-12-21 06:17:52,913][INFO] correct1 4
[2023-12-21 06:17:53,755][INFO] correct2 31
[2023-12-21 06:17:54,145][INFO] correct3 0
[2023-12-21 06:17:58,584][INFO] correct1 11
[2023-12-21 06:17:59,771][INFO] correct2 32
[2023-12-21 06:18:00,545][INFO] correct3 0
[2023-12-21 06:18:05,063][INFO] correct1 12
[2023-12-21 06:18:06,276][INFO] correct2 32
[2023-12-21 06:18:06,992][INFO] correct3 0
[2023-12-21 06:18:11,419][INFO] correct1 10
[2023-12-21 06:18:12,122][INFO] correct2 32
[2023-12-21 06:18:12,412][INFO] correct3 0
[2023-12-21 06:18:16,762][INFO] correct1 13
[2023-12-21 06:18:18,469][INFO] correct2 32
[2023-12-21 06:18:19,755][INFO] correct3 0
[2023-12-21 06:18:24,136][INFO] correct1 9
[2023-12-21 06:18:24,836][INFO] correct2 32
[2023-12-21 06:18:25,159][INFO] correct3 0
[2023-12-21 06:18:29,606][INFO] correct1 11
[2023-12-21 06:18:30,793][INFO] correct2 31
[2023-12-21 06:18:31,600][INFO] correct3 0
[2023-12-21 06:18:36,223][INFO] correct1 7
[2023-12-21 06:18:37,397][INFO] correct2 31
[2023-12-21 06:18:38,202][INFO] correct3 0
[2023-12-21 06:18:42,816][INFO] correct1 8
[2023-12-21 06:18:44,047][INFO] correct2 32
[2023-12-21 06:18:44,755][INFO] correct3 0
[2023-12-21 06:18:49,172][INFO] correct1 9
[2023-12-21 06:18:50,354][INFO] correct2 32
[2023-12-21 06:18:50,679][INFO] correct3 0
[2023-12-21 06:18:55,127][INFO] correct1 11
[2023-12-21 06:18:55,844][INFO] correct2 32
[2023-12-21 06:18:56,170][INFO] correct3 0
[2023-12-21 06:19:00,537][INFO] correct1 3
[2023-12-21 06:19:01,744][INFO] correct2 28
[2023-12-21 06:19:02,560][INFO] correct3 0
[2023-12-21 06:19:06,942][INFO] correct1 8
[2023-12-21 06:19:08,650][INFO] correct2 30
[2023-12-21 06:19:10,393][INFO] correct3 0
[2023-12-21 06:19:14,798][INFO] correct1 16
[2023-12-21 06:19:17,510][INFO] correct2 32
[2023-12-21 06:19:19,647][INFO] correct3 0
[2023-12-21 06:19:24,296][INFO] correct1 9
[2023-12-21 06:19:25,010][INFO] correct2 32
[2023-12-21 06:19:25,820][INFO] correct3 0
[2023-12-21 06:19:30,456][INFO] correct1 11
[2023-12-21 06:19:32,697][INFO] correct2 32
[2023-12-21 06:19:34,527][INFO] correct3 0
[2023-12-21 06:19:39,036][INFO] correct1 11
[2023-12-21 06:19:40,238][INFO] correct2 32
[2023-12-21 06:19:41,081][INFO] correct3 0
[2023-12-21 06:19:45,598][INFO] correct1 5
[2023-12-21 06:19:47,161][INFO] correct2 32
[2023-12-21 06:19:48,378][INFO] correct3 0
[2023-12-21 06:19:52,782][INFO] correct1 8
[2023-12-21 06:19:53,983][INFO] correct2 32
[2023-12-21 06:19:54,804][INFO] correct3 0
[2023-12-21 06:19:59,310][INFO] correct1 3
[2023-12-21 06:20:00,485][INFO] correct2 31
[2023-12-21 06:20:01,270][INFO] correct3 0
[2023-12-21 06:20:05,628][INFO] correct1 3
[2023-12-21 06:20:06,334][INFO] correct2 31
[2023-12-21 06:20:06,657][INFO] correct3 0
[2023-12-21 06:20:10,937][INFO] correct1 3
[2023-12-21 06:20:12,122][INFO] correct2 32
[2023-12-21 06:20:12,457][INFO] correct3 0
[2023-12-21 06:20:16,842][INFO] correct1 3
[2023-12-21 06:20:17,481][INFO] correct2 30
[2023-12-21 06:20:18,270][INFO] correct3 0
[2023-12-21 06:20:22,866][INFO] correct1 11
[2023-12-21 06:20:24,048][INFO] correct2 32
[2023-12-21 06:20:24,808][INFO] correct3 0
[2023-12-21 06:20:29,312][INFO] correct1 5
[2023-12-21 06:20:30,499][INFO] correct2 31
[2023-12-21 06:20:31,278][INFO] correct3 0
[2023-12-21 06:20:35,815][INFO] correct1 7
[2023-12-21 06:20:36,552][INFO] correct2 30
[2023-12-21 06:20:36,881][INFO] correct3 0
[2023-12-21 06:20:41,249][INFO] correct1 7
[2023-12-21 06:20:41,924][INFO] correct2 32
[2023-12-21 06:20:42,223][INFO] correct3 0
[2023-12-21 06:20:47,305][INFO] correct1 9
[2023-12-21 06:20:48,232][INFO] correct2 31
[2023-12-21 06:20:48,670][INFO] correct3 0
[2023-12-21 06:20:54,530][INFO] correct1 6
[2023-12-21 06:20:55,705][INFO] correct2 32
[2023-12-21 06:20:56,514][INFO] correct3 0
[2023-12-21 06:21:01,049][INFO] correct1 10
[2023-12-21 06:21:02,267][INFO] correct2 31
[2023-12-21 06:21:03,060][INFO] correct3 0
[2023-12-21 06:21:07,240][INFO] correct1 3
[2023-12-21 06:21:07,953][INFO] correct2 30
[2023-12-21 06:21:08,276][INFO] correct3 0
[2023-12-21 06:21:12,756][INFO] correct1 3
[2023-12-21 06:21:13,877][INFO] correct2 30
[2023-12-21 06:21:14,197][INFO] correct3 0
[2023-12-21 06:21:15,838][INFO] correct1 0
[2023-12-21 06:21:16,536][INFO] correct2 28
[2023-12-21 06:21:16,846][INFO] correct3 0
[2023-12-21 06:21:21,024][INFO] correct1 2
[2023-12-21 06:21:21,720][INFO] correct2 29
[2023-12-21 06:21:22,012][INFO] correct3 0
[2023-12-21 06:21:26,269][INFO] correct1 2
[2023-12-21 06:21:26,987][INFO] correct2 27
[2023-12-21 06:21:27,329][INFO] correct3 0
[2023-12-21 06:21:28,465][INFO] correct1 0
[2023-12-21 06:21:29,144][INFO] correct2 27
[2023-12-21 06:21:29,467][INFO] correct3 0
[2023-12-21 06:21:33,877][INFO] correct1 4
[2023-12-21 06:21:34,576][INFO] correct2 31
[2023-12-21 06:21:34,898][INFO] correct3 0
[2023-12-21 06:21:35,226][INFO] correct1 0
[2023-12-21 06:21:35,936][INFO] correct2 31
[2023-12-21 06:21:36,264][INFO] correct3 0
[2023-12-21 06:21:37,113][INFO] correct1 0
[2023-12-21 06:21:37,834][INFO] correct2 30
[2023-12-21 06:21:38,168][INFO] correct3 0
[2023-12-21 06:21:42,544][INFO] correct1 3
[2023-12-21 06:21:43,255][INFO] correct2 32
[2023-12-21 06:21:43,581][INFO] correct3 0
[2023-12-21 06:21:47,811][INFO] correct1 2
[2023-12-21 06:21:48,499][INFO] correct2 29
[2023-12-21 06:21:48,829][INFO] correct3 0
[2023-12-21 06:21:53,283][INFO] correct1 4
[2023-12-21 06:21:53,925][INFO] correct2 30
[2023-12-21 06:21:54,243][INFO] correct3 0
[2023-12-21 06:21:58,644][INFO] correct1 3
[2023-12-21 06:21:59,291][INFO] correct2 16
[2023-12-21 06:21:59,586][INFO] correct3 0
[2023-12-21 06:21:59,586][INFO] --For testset, out of 10000 items, adv training net ratio 0.1433
[2023-12-21 06:21:59,586][INFO] --For testset, out of 10000 items, repaired net ratio 0.9527
[2023-12-21 06:21:59,586][INFO] --For testset, out of 10000 items, original net ratio 0.0002
[2023-12-21 06:21:59,605][INFO] Total Cost Time: 2023.5480497926474s.



