[2023-12-21 15:35:03,225][INFO] 
===== FNN_big-0.1-1000-small-2023-12-21-15-35-03 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_big
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.1
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5c6a982f70>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5c6a982dc0>
[2023-12-21 16:04:23,566][INFO] correct2 30
[2023-12-21 16:04:26,858][INFO] correct3 1
[2023-12-21 16:04:30,287][INFO] correct1 3
[2023-12-21 16:04:34,316][INFO] correct2 31
[2023-12-21 16:04:35,644][INFO] correct3 0
[2023-12-21 16:04:39,430][INFO] correct1 10
[2023-12-21 16:04:40,386][INFO] correct2 32
[2023-12-21 16:04:40,635][INFO] correct3 0
[2023-12-21 16:04:44,018][INFO] correct1 2
[2023-12-21 16:04:45,716][INFO] correct2 32
[2023-12-21 16:04:46,717][INFO] correct3 0
[2023-12-21 16:04:50,234][INFO] correct1 3
[2023-12-21 16:04:51,550][INFO] correct2 32
[2023-12-21 16:04:52,163][INFO] correct3 0
[2023-12-21 16:04:55,719][INFO] correct1 5
[2023-12-21 16:04:59,557][INFO] correct2 32
[2023-12-21 16:05:02,801][INFO] correct3 1
[2023-12-21 16:05:06,322][INFO] correct1 8
[2023-12-21 16:05:10,477][INFO] correct2 31
[2023-12-21 16:05:13,935][INFO] correct3 2
[2023-12-21 16:05:17,397][INFO] correct1 6
[2023-12-21 16:05:21,806][INFO] correct2 32
[2023-12-21 16:05:25,475][INFO] correct3 2
[2023-12-21 16:05:28,911][INFO] correct1 20
[2023-12-21 16:05:33,234][INFO] correct2 32
[2023-12-21 16:05:36,755][INFO] correct3 5
[2023-12-21 16:05:40,211][INFO] correct1 10
[2023-12-21 16:05:44,443][INFO] correct2 31
[2023-12-21 16:05:47,942][INFO] correct3 3
[2023-12-21 16:05:51,390][INFO] correct1 9
[2023-12-21 16:05:55,617][INFO] correct2 32
[2023-12-21 16:05:59,506][INFO] correct3 5
[2023-12-21 16:06:02,945][INFO] correct1 6
[2023-12-21 16:06:07,057][INFO] correct2 31
[2023-12-21 16:06:10,446][INFO] correct3 1
[2023-12-21 16:06:13,867][INFO] correct1 8
[2023-12-21 16:06:17,880][INFO] correct2 31
[2023-12-21 16:06:21,276][INFO] correct3 2
[2023-12-21 16:06:24,880][INFO] correct1 5
[2023-12-21 16:06:29,186][INFO] correct2 31
[2023-12-21 16:06:32,810][INFO] correct3 1
[2023-12-21 16:06:36,308][INFO] correct1 12
[2023-12-21 16:06:40,416][INFO] correct2 32
[2023-12-21 16:06:44,061][INFO] correct3 2
[2023-12-21 16:06:47,862][INFO] correct1 12
[2023-12-21 16:06:52,177][INFO] correct2 32
[2023-12-21 16:06:55,842][INFO] correct3 1
[2023-12-21 16:06:59,468][INFO] correct1 4
[2023-12-21 16:07:03,784][INFO] correct2 31
[2023-12-21 16:07:07,217][INFO] correct3 2
[2023-12-21 16:07:10,746][INFO] correct1 6
[2023-12-21 16:07:14,788][INFO] correct2 31
[2023-12-21 16:07:18,279][INFO] correct3 1
[2023-12-21 16:07:21,673][INFO] correct1 6
[2023-12-21 16:07:25,937][INFO] correct2 31
[2023-12-21 16:07:29,449][INFO] correct3 2
[2023-12-21 16:07:32,866][INFO] correct1 8
[2023-12-21 16:07:36,995][INFO] correct2 32
[2023-12-21 16:07:40,526][INFO] correct3 2
[2023-12-21 16:07:44,016][INFO] correct1 5
[2023-12-21 16:07:45,045][INFO] correct2 32
[2023-12-21 16:07:46,061][INFO] correct3 0
[2023-12-21 16:07:49,527][INFO] correct1 7
[2023-12-21 16:07:51,229][INFO] correct2 32
[2023-12-21 16:07:52,253][INFO] correct3 0
[2023-12-21 16:07:55,764][INFO] correct1 6
[2023-12-21 16:07:59,724][INFO] correct2 32
[2023-12-21 16:08:03,080][INFO] correct3 1
[2023-12-21 16:08:06,617][INFO] correct1 3
[2023-12-21 16:08:07,959][INFO] correct2 30
[2023-12-21 16:08:08,619][INFO] correct3 0
[2023-12-21 16:08:10,421][INFO] correct1 0
[2023-12-21 16:08:13,696][INFO] correct2 30
[2023-12-21 16:08:16,163][INFO] correct3 0
[2023-12-21 16:08:19,690][INFO] correct1 2
[2023-12-21 16:08:21,600][INFO] correct2 30
[2023-12-21 16:08:22,641][INFO] correct3 0
[2023-12-21 16:08:26,319][INFO] correct1 6
[2023-12-21 16:08:30,459][INFO] correct2 30
[2023-12-21 16:08:33,815][INFO] correct3 1
[2023-12-21 16:08:37,310][INFO] correct1 4
[2023-12-21 16:08:40,128][INFO] correct2 31
[2023-12-21 16:08:42,161][INFO] correct3 0
[2023-12-21 16:08:45,614][INFO] correct1 7
[2023-12-21 16:08:48,654][INFO] correct2 30
[2023-12-21 16:08:51,007][INFO] correct3 0
[2023-12-21 16:08:54,476][INFO] correct1 3
[2023-12-21 16:08:56,793][INFO] correct2 32
[2023-12-21 16:08:58,440][INFO] correct3 0
[2023-12-21 16:09:01,908][INFO] correct1 8
[2023-12-21 16:09:06,097][INFO] correct2 31
[2023-12-21 16:09:09,564][INFO] correct3 3
[2023-12-21 16:09:13,838][INFO] correct1 4
[2023-12-21 16:09:15,920][INFO] correct2 31
[2023-12-21 16:09:17,095][INFO] correct3 0
[2023-12-21 16:09:21,678][INFO] correct1 6
[2023-12-21 16:09:26,680][INFO] correct2 31
[2023-12-21 16:09:30,426][INFO] correct3 1
[2023-12-21 16:09:34,042][INFO] correct1 7
[2023-12-21 16:09:38,250][INFO] correct2 32
[2023-12-21 16:09:41,885][INFO] correct3 1
[2023-12-21 16:09:45,324][INFO] correct1 3
[2023-12-21 16:09:46,974][INFO] correct2 32
[2023-12-21 16:09:48,011][INFO] correct3 0
[2023-12-21 16:09:51,525][INFO] correct1 3
[2023-12-21 16:09:54,034][INFO] correct2 32
[2023-12-21 16:09:55,780][INFO] correct3 0
[2023-12-21 16:09:59,369][INFO] correct1 6
[2023-12-21 16:10:00,365][INFO] correct2 32
[2023-12-21 16:10:00,632][INFO] correct3 0
[2023-12-21 16:10:04,210][INFO] correct1 7
[2023-12-21 16:10:06,352][INFO] correct2 32
[2023-12-21 16:10:07,813][INFO] correct3 0
[2023-12-21 16:10:11,411][INFO] correct1 8
[2023-12-21 16:10:15,580][INFO] correct2 32
[2023-12-21 16:10:18,979][INFO] correct3 1
[2023-12-21 16:10:22,642][INFO] correct1 5
[2023-12-21 16:10:26,623][INFO] correct2 32
[2023-12-21 16:10:30,117][INFO] correct3 1
[2023-12-21 16:10:33,534][INFO] correct1 11
[2023-12-21 16:10:37,566][INFO] correct2 32
[2023-12-21 16:10:40,935][INFO] correct3 2
[2023-12-21 16:10:44,452][INFO] correct1 7
[2023-12-21 16:10:48,649][INFO] correct2 32
[2023-12-21 16:10:51,992][INFO] correct3 1
[2023-12-21 16:10:56,022][INFO] correct1 8
[2023-12-21 16:11:00,382][INFO] correct2 32
[2023-12-21 16:11:03,808][INFO] correct3 2
[2023-12-21 16:11:07,390][INFO] correct1 7
[2023-12-21 16:11:09,770][INFO] correct2 32
[2023-12-21 16:11:11,475][INFO] correct3 0
[2023-12-21 16:11:14,941][INFO] correct1 11
[2023-12-21 16:11:16,537][INFO] correct2 32
[2023-12-21 16:11:17,462][INFO] correct3 0
[2023-12-21 16:11:20,939][INFO] correct1 9
[2023-12-21 16:11:25,334][INFO] correct2 31
[2023-12-21 16:11:28,822][INFO] correct3 1
[2023-12-21 16:11:32,338][INFO] correct1 11
[2023-12-21 16:11:36,456][INFO] correct2 32
[2023-12-21 16:11:40,216][INFO] correct3 3
[2023-12-21 16:11:43,752][INFO] correct1 5
[2023-12-21 16:11:46,753][INFO] correct2 28
[2023-12-21 16:11:49,179][INFO] correct3 0
[2023-12-21 16:11:52,817][INFO] correct1 6
[2023-12-21 16:11:54,922][INFO] correct2 31
[2023-12-21 16:11:56,379][INFO] correct3 0
[2023-12-21 16:12:00,014][INFO] correct1 16
[2023-12-21 16:12:04,417][INFO] correct2 31
[2023-12-21 16:12:07,972][INFO] correct3 3
[2023-12-21 16:12:11,554][INFO] correct1 16
[2023-12-21 16:12:15,719][INFO] correct2 32
[2023-12-21 16:12:19,121][INFO] correct3 3
[2023-12-21 16:12:22,594][INFO] correct1 14
[2023-12-21 16:12:26,724][INFO] correct2 32
[2023-12-21 16:12:30,159][INFO] correct3 1
[2023-12-21 16:12:33,757][INFO] correct1 12
[2023-12-21 16:12:37,898][INFO] correct2 32
[2023-12-21 16:12:41,603][INFO] correct3 4
[2023-12-21 16:12:45,113][INFO] correct1 10
[2023-12-21 16:12:49,284][INFO] correct2 32
[2023-12-21 16:12:52,859][INFO] correct3 2
[2023-12-21 16:12:56,448][INFO] correct1 10
[2023-12-21 16:13:00,730][INFO] correct2 32
[2023-12-21 16:13:04,310][INFO] correct3 2
[2023-12-21 16:13:07,846][INFO] correct1 5
[2023-12-21 16:13:10,928][INFO] correct2 31
[2023-12-21 16:13:13,250][INFO] correct3 0
[2023-12-21 16:13:16,674][INFO] correct1 3
[2023-12-21 16:13:18,664][INFO] correct2 31
[2023-12-21 16:13:20,044][INFO] correct3 0
[2023-12-21 16:13:23,575][INFO] correct1 5
[2023-12-21 16:13:25,332][INFO] correct2 31
[2023-12-21 16:13:26,311][INFO] correct3 0
[2023-12-21 16:13:29,784][INFO] correct1 4
[2023-12-21 16:13:31,076][INFO] correct2 32
[2023-12-21 16:13:31,693][INFO] correct3 0
[2023-12-21 16:13:35,368][INFO] correct1 6
[2023-12-21 16:13:38,482][INFO] correct2 32
[2023-12-21 16:13:40,962][INFO] correct3 0
[2023-12-21 16:13:44,523][INFO] correct1 4
[2023-12-21 16:13:46,538][INFO] correct2 32
[2023-12-21 16:13:47,881][INFO] correct3 0
[2023-12-21 16:13:51,373][INFO] correct1 6
[2023-12-21 16:13:52,671][INFO] correct2 32
[2023-12-21 16:13:53,286][INFO] correct3 0
[2023-12-21 16:13:56,735][INFO] correct1 7
[2023-12-21 16:14:00,712][INFO] correct2 32
[2023-12-21 16:14:03,926][INFO] correct3 1
[2023-12-21 16:14:07,297][INFO] correct1 4
[2023-12-21 16:14:11,481][INFO] correct2 32
[2023-12-21 16:14:14,864][INFO] correct3 1
[2023-12-21 16:14:18,379][INFO] correct1 5
[2023-12-21 16:14:19,690][INFO] correct2 32
[2023-12-21 16:14:20,308][INFO] correct3 0
[2023-12-21 16:14:23,931][INFO] correct1 11
[2023-12-21 16:14:28,165][INFO] correct2 31
[2023-12-21 16:14:31,634][INFO] correct3 2
[2023-12-21 16:14:35,126][INFO] correct1 1
[2023-12-21 16:14:36,471][INFO] correct2 32
[2023-12-21 16:14:36,745][INFO] correct3 0
[2023-12-21 16:14:40,380][INFO] correct1 2
[2023-12-21 16:14:44,482][INFO] correct2 31
[2023-12-21 16:14:47,708][INFO] correct3 1
[2023-12-21 16:14:51,113][INFO] correct1 4
[2023-12-21 16:14:52,483][INFO] correct2 29
[2023-12-21 16:14:53,096][INFO] correct3 0
[2023-12-21 16:14:53,697][INFO] correct1 0
[2023-12-21 16:14:54,660][INFO] correct2 31
[2023-12-21 16:14:54,922][INFO] correct3 0
[2023-12-21 16:14:55,558][INFO] correct1 0
[2023-12-21 16:14:56,494][INFO] correct2 30
[2023-12-21 16:14:56,773][INFO] correct3 0
[2023-12-21 16:15:00,123][INFO] correct1 1
[2023-12-21 16:15:01,045][INFO] correct2 28
[2023-12-21 16:15:01,298][INFO] correct3 0
[2023-12-21 16:15:04,714][INFO] correct1 5
[2023-12-21 16:15:08,675][INFO] correct2 30
[2023-12-21 16:15:11,922][INFO] correct3 1
[2023-12-21 16:15:12,183][INFO] correct1 0
[2023-12-21 16:15:13,121][INFO] correct2 31
[2023-12-21 16:15:13,372][INFO] correct3 0
[2023-12-21 16:15:15,044][INFO] correct1 0
[2023-12-21 16:15:15,959][INFO] correct2 31
[2023-12-21 16:15:16,209][INFO] correct3 0
[2023-12-21 16:15:19,572][INFO] correct1 2
[2023-12-21 16:15:20,509][INFO] correct2 31
[2023-12-21 16:15:20,750][INFO] correct3 0
[2023-12-21 16:15:24,066][INFO] correct1 1
[2023-12-21 16:15:24,934][INFO] correct2 31
[2023-12-21 16:15:25,183][INFO] correct3 0
[2023-12-21 16:15:28,591][INFO] correct1 3
[2023-12-21 16:15:32,642][INFO] correct2 32
[2023-12-21 16:15:35,988][INFO] correct3 1
[2023-12-21 16:15:39,421][INFO] correct1 3
[2023-12-21 16:15:43,752][INFO] correct2 16
[2023-12-21 16:15:47,950][INFO] correct3 1
[2023-12-21 16:15:47,952][INFO] --For testset, out of 10000 items, adv training net ratio 0.1325
[2023-12-21 16:15:47,952][INFO] --For testset, out of 10000 items, repaired net ratio 0.9718
[2023-12-21 16:15:47,952][INFO] --For testset, out of 10000 items, original net ratio 0.0151
[2023-12-21 16:15:47,994][INFO] Total Cost Time: 2444.7684343643486s.



