[2024-11-25 10:59:33,278][INFO] 
===== resnet18-4-feature-500-2024-11-25-10-59-33 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0004
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet18
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 4
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x73927356d670>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x73934b999040>
[2024-11-25 12:32:09,750][INFO] min loss 0.0, max loss 0.0.
[2024-11-25 12:32:09,750][INFO] All 100 abstractions certified.
[2024-11-25 12:32:09,824][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:09,824][INFO] repair set accuracy 1.0.
[2024-11-25 12:32:09,824][INFO] attacked test set accuracy 1.0.
[2024-11-25 12:32:10,589][INFO] Accuracy at every epoch: [0.8832, 0.8832, 0.8832]
[2024-11-25 12:32:10,590][INFO] After 2 epochs / 0m 13s (13.165 seconds), eventually the trained network got certified? True, with 0.8832 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-25 12:32:10,606][INFO] [0m 13s (13.947 seconds)] Start repair part 3: 300
[2024-11-25 12:32:10,606][INFO] [0m 13s (13.948 seconds)] After epoch 0:
[2024-11-25 12:32:10,606][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:11,161][INFO] min loss 2.5909276008605957, max loss 810.5379638671875.
[2024-11-25 12:32:11,166][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:32:11,241][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:11,241][INFO] repair set accuracy 0.0.
[2024-11-25 12:32:11,241][INFO] attacked test set accuracy 0.002.
[2024-11-25 12:32:11,241][INFO] 
[0m 14s (14.582 seconds)] Starting epoch 1:
[2024-11-25 12:32:12,521][INFO] [0m 15s (15.862 seconds)] After epoch 1:
[2024-11-25 12:32:12,521][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:13,082][INFO] min loss 0.0, max loss 0.0.
[2024-11-25 12:32:13,082][INFO] All 100 abstractions certified.
[2024-11-25 12:32:13,156][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:13,156][INFO] repair set accuracy 1.0.
[2024-11-25 12:32:13,156][INFO] attacked test set accuracy 1.0.
[2024-11-25 12:32:13,923][INFO] Accuracy at every epoch: [0.8832, 0.8832]
[2024-11-25 12:32:13,924][INFO] After 1 epochs / 0m 16s (16.497 seconds), eventually the trained network got certified? True, with 0.8832 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-25 12:32:13,942][INFO] [0m 17s (17.284 seconds)] Start repair part 4: 400
[2024-11-25 12:32:13,943][INFO] [0m 17s (17.284 seconds)] After epoch 0:
[2024-11-25 12:32:13,943][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:14,497][INFO] min loss 2.5050365924835205, max loss 636.0191650390625.
[2024-11-25 12:32:14,502][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:32:14,576][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:14,576][INFO] repair set accuracy 0.01.
[2024-11-25 12:32:14,576][INFO] attacked test set accuracy 0.012.
[2024-11-25 12:32:14,576][INFO] 
[0m 17s (17.918 seconds)] Starting epoch 1:
[2024-11-25 12:32:15,907][INFO] [0m 19s (19.248 seconds)] After epoch 1:
[2024-11-25 12:32:15,907][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:16,469][INFO] min loss 0.0, max loss 0.0.
[2024-11-25 12:32:16,470][INFO] All 100 abstractions certified.
[2024-11-25 12:32:16,544][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:16,544][INFO] repair set accuracy 1.0.
[2024-11-25 12:32:16,544][INFO] attacked test set accuracy 1.0.
[2024-11-25 12:32:17,310][INFO] Accuracy at every epoch: [0.8832, 0.8832]
[2024-11-25 12:32:17,311][INFO] After 1 epochs / 0m 19s (19.885 seconds), eventually the trained network got certified? True, with 0.8832 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-25 12:32:17,311][INFO] final test
[2024-11-25 12:32:17,324][INFO] --Test set accuracy 0.8832
[2024-11-25 12:32:17,447][INFO] --Test repair set accuracy 1.0
[2024-11-25 12:32:17,567][INFO] --Test attack test set accuracy 1.0
[2024-11-25 12:32:17,567][INFO] traing time 20.90872718099854s
[2024-11-25 12:32:17,607][INFO] === Avg <epochs, train_time, certified, accuracy> for pgd attack networks:
[2024-11-25 12:32:17,607][INFO] tensor([ 1.0000, 19.8852,  1.0000,  0.8832])
[2024-11-25 12:32:17,608][INFO] Total Cost Time: 5564.330439587007s.



