[2024-04-07 06:36:11,387][INFO] 
===== resnet152-2-feature-500-2024-04-07-06-36-11 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet152
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f6efbab8430>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f6efbab83a0>
[2024-04-07 07:05:00,621][INFO] --FGSM sample 10 image
[2024-04-07 07:05:01,216][INFO] --PGD sample 10 image
[2024-04-07 07:05:04,078][INFO] --FGSM sample 11 image
[2024-04-07 07:05:04,673][INFO] --PGD sample 11 image
[2024-04-07 07:05:07,558][INFO] --FGSM sample 12 image
[2024-04-07 07:05:08,149][INFO] --PGD sample 12 image
[2024-04-07 07:05:11,006][INFO] --FGSM sample 13 image
[2024-04-07 07:05:11,603][INFO] --PGD sample 13 image
[2024-04-07 07:05:14,460][INFO] --FGSM sample 14 image
[2024-04-07 07:05:15,056][INFO] --PGD sample 14 image
[2024-04-07 07:05:17,910][INFO] --FGSM sample 15 image
[2024-04-07 07:05:18,505][INFO] --PGD sample 15 image
[2024-04-07 07:05:21,358][INFO] --FGSM sample 16 image
[2024-04-07 07:05:21,951][INFO] --PGD sample 16 image
[2024-04-07 07:05:24,815][INFO] --FGSM sample 17 image
[2024-04-07 07:05:25,408][INFO] --PGD sample 17 image
[2024-04-07 07:05:28,275][INFO] --FGSM sample 18 image
[2024-04-07 07:05:28,871][INFO] --PGD sample 18 image
[2024-04-07 07:05:31,772][INFO] --FGSM sample 19 image
[2024-04-07 07:05:32,364][INFO] --PGD sample 19 image
[2024-04-07 07:05:35,227][INFO] --FGSM sample 20 image
[2024-04-07 07:05:35,821][INFO] --PGD sample 20 image
[2024-04-07 07:05:38,692][INFO] --FGSM sample 21 image
[2024-04-07 07:05:39,302][INFO] --PGD sample 21 image
[2024-04-07 07:05:42,184][INFO] --FGSM sample 22 image
[2024-04-07 07:05:42,786][INFO] --PGD sample 22 image
[2024-04-07 07:05:45,668][INFO] --FGSM sample 23 image
[2024-04-07 07:05:46,267][INFO] --PGD sample 23 image
[2024-04-07 07:05:49,141][INFO] --FGSM sample 24 image
[2024-04-07 07:05:49,748][INFO] --PGD sample 24 image
[2024-04-07 07:05:52,632][INFO] --FGSM sample 25 image
[2024-04-07 07:05:53,226][INFO] --PGD sample 25 image
[2024-04-07 07:05:56,107][INFO] --FGSM sample 26 image
[2024-04-07 07:05:56,708][INFO] --PGD sample 26 image
[2024-04-07 07:05:59,587][INFO] --FGSM sample 27 image
[2024-04-07 07:06:00,195][INFO] --PGD sample 27 image
[2024-04-07 07:06:03,071][INFO] --FGSM sample 28 image
[2024-04-07 07:06:03,677][INFO] --PGD sample 28 image
[2024-04-07 07:06:06,553][INFO] --FGSM sample 29 image
[2024-04-07 07:06:07,152][INFO] --PGD sample 29 image
[2024-04-07 07:06:10,037][INFO] --FGSM sample 30 image
[2024-04-07 07:06:10,637][INFO] --PGD sample 30 image
[2024-04-07 07:06:13,512][INFO] --FGSM sample 31 image
[2024-04-07 07:06:14,117][INFO] --PGD sample 31 image
[2024-04-07 07:06:17,013][INFO] --FGSM sample 32 image
[2024-04-07 07:06:17,594][INFO] --PGD sample 32 image
[2024-04-07 07:06:20,480][INFO] --FGSM sample 33 image
[2024-04-07 07:06:21,086][INFO] --PGD sample 33 image
[2024-04-07 07:06:23,973][INFO] --FGSM sample 34 image
[2024-04-07 07:06:24,580][INFO] --PGD sample 34 image
[2024-04-07 07:06:27,467][INFO] --FGSM sample 35 image
[2024-04-07 07:06:28,650][INFO] --PGD sample 35 image
[2024-04-07 07:06:31,543][INFO] --FGSM sample 36 image
[2024-04-07 07:06:32,145][INFO] --PGD sample 36 image
[2024-04-07 07:06:35,049][INFO] --FGSM sample 37 image
[2024-04-07 07:06:35,648][INFO] --PGD sample 37 image
[2024-04-07 07:06:38,533][INFO] --FGSM sample 38 image
[2024-04-07 07:06:39,698][INFO] --PGD sample 38 image
[2024-04-07 07:06:42,581][INFO] --FGSM sample 39 image
[2024-04-07 07:06:43,186][INFO] --PGD sample 39 image
[2024-04-07 07:06:46,084][INFO] --FGSM sample 40 image
[2024-04-07 07:06:46,680][INFO] --PGD sample 40 image
[2024-04-07 07:06:49,567][INFO] --FGSM sample 41 image
[2024-04-07 07:06:50,167][INFO] --PGD sample 41 image
[2024-04-07 07:06:53,044][INFO] --FGSM sample 42 image
[2024-04-07 07:06:53,641][INFO] --PGD sample 42 image
[2024-04-07 07:06:56,513][INFO] --FGSM sample 43 image
[2024-04-07 07:06:59,974][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:06:59,974][INFO] --PGD sample 43 image
[2024-04-07 07:07:02,880][INFO] --FGSM sample 44 image
[2024-04-07 07:07:03,479][INFO] --PGD sample 44 image
[2024-04-07 07:07:06,358][INFO] --FGSM sample 45 image
[2024-04-07 07:07:06,964][INFO] --PGD sample 45 image
[2024-04-07 07:07:09,840][INFO] --FGSM sample 46 image
[2024-04-07 07:07:10,444][INFO] --PGD sample 46 image
[2024-04-07 07:07:13,330][INFO] --FGSM sample 47 image
[2024-04-07 07:07:13,928][INFO] --PGD sample 47 image
[2024-04-07 07:07:16,817][INFO] --FGSM sample 48 image
[2024-04-07 07:07:17,414][INFO] --PGD sample 48 image
[2024-04-07 07:07:20,297][INFO] --FGSM sample 49 image
[2024-04-07 07:07:20,898][INFO] --PGD sample 49 image
[2024-04-07 07:07:23,790][INFO] --FGSM sample 50 image
[2024-04-07 07:07:24,389][INFO] --PGD sample 50 image
[2024-04-07 07:07:27,286][INFO] --FGSM sample 51 image
[2024-04-07 07:07:27,889][INFO] --PGD sample 51 image
[2024-04-07 07:07:30,778][INFO] --FGSM sample 52 image
[2024-04-07 07:07:31,380][INFO] --PGD sample 52 image
[2024-04-07 07:07:34,288][INFO] --FGSM sample 53 image
[2024-04-07 07:07:34,891][INFO] --PGD sample 53 image
[2024-04-07 07:07:37,801][INFO] --FGSM sample 54 image
[2024-04-07 07:07:38,406][INFO] --PGD sample 54 image
[2024-04-07 07:07:41,313][INFO] --FGSM sample 55 image
[2024-04-07 07:07:41,921][INFO] --PGD sample 55 image
[2024-04-07 07:07:44,822][INFO] --FGSM sample 56 image
[2024-04-07 07:07:45,423][INFO] --PGD sample 56 image
[2024-04-07 07:07:48,344][INFO] --FGSM sample 57 image
[2024-04-07 07:07:48,950][INFO] --PGD sample 57 image
[2024-04-07 07:07:51,859][INFO] --FGSM sample 58 image
[2024-04-07 07:07:52,474][INFO] --PGD sample 58 image
[2024-04-07 07:07:55,406][INFO] --FGSM sample 59 image
[2024-04-07 07:07:56,042][INFO] --PGD sample 59 image
[2024-04-07 07:07:59,015][INFO] --FGSM sample 60 image
[2024-04-07 07:07:59,624][INFO] --PGD sample 60 image
[2024-04-07 07:08:02,544][INFO] --FGSM sample 61 image
[2024-04-07 07:08:03,151][INFO] --PGD sample 61 image
[2024-04-07 07:08:06,066][INFO] --FGSM sample 62 image
[2024-04-07 07:08:06,670][INFO] --PGD sample 62 image
[2024-04-07 07:08:09,584][INFO] --FGSM sample 63 image
[2024-04-07 07:08:10,191][INFO] --PGD sample 63 image
[2024-04-07 07:08:13,102][INFO] --FGSM sample 64 image
[2024-04-07 07:08:13,722][INFO] --PGD sample 64 image
[2024-04-07 07:08:16,626][INFO] --FGSM sample 65 image
[2024-04-07 07:08:17,230][INFO] --PGD sample 65 image
[2024-04-07 07:08:20,132][INFO] --FGSM sample 66 image
[2024-04-07 07:08:20,742][INFO] --PGD sample 66 image
[2024-04-07 07:08:23,653][INFO] --FGSM sample 67 image
[2024-04-07 07:08:24,239][INFO] --PGD sample 67 image
[2024-04-07 07:08:27,145][INFO] --FGSM sample 68 image
[2024-04-07 07:08:27,752][INFO] --PGD sample 68 image
[2024-04-07 07:08:30,684][INFO] --FGSM sample 69 image
[2024-04-07 07:08:31,290][INFO] --PGD sample 69 image
[2024-04-07 07:08:34,214][INFO] --FGSM sample 70 image
[2024-04-07 07:08:34,817][INFO] --PGD sample 70 image
[2024-04-07 07:08:37,766][INFO] --FGSM sample 71 image
[2024-04-07 07:08:38,383][INFO] --PGD sample 71 image
[2024-04-07 07:08:41,294][INFO] --FGSM sample 72 image
[2024-04-07 07:08:41,916][INFO] --PGD sample 72 image
[2024-04-07 07:08:44,857][INFO] --FGSM sample 73 image
[2024-04-07 07:08:45,459][INFO] --PGD sample 73 image
[2024-04-07 07:08:48,379][INFO] --FGSM sample 74 image
[2024-04-07 07:08:48,984][INFO] --PGD sample 74 image
[2024-04-07 07:08:51,907][INFO] --FGSM sample 75 image
[2024-04-07 07:08:52,508][INFO] --PGD sample 75 image
[2024-04-07 07:08:55,436][INFO] --FGSM sample 76 image
[2024-04-07 07:08:56,047][INFO] --PGD sample 76 image
[2024-04-07 07:08:59,024][INFO] --FGSM sample 77 image
[2024-04-07 07:08:59,638][INFO] --PGD sample 77 image
[2024-04-07 07:09:02,597][INFO] --FGSM sample 78 image
[2024-04-07 07:09:03,206][INFO] --PGD sample 78 image
[2024-04-07 07:09:06,093][INFO] --FGSM sample 79 image
[2024-04-07 07:09:06,700][INFO] --PGD sample 79 image
[2024-04-07 07:09:09,609][INFO] --FGSM sample 80 image
[2024-04-07 07:09:10,223][INFO] --PGD sample 80 image
[2024-04-07 07:09:13,134][INFO] --FGSM sample 81 image
[2024-04-07 07:09:13,751][INFO] --PGD sample 81 image
[2024-04-07 07:09:16,723][INFO] --FGSM sample 82 image
[2024-04-07 07:09:18,515][INFO] --PGD sample 82 image
[2024-04-07 07:09:21,427][INFO] --FGSM sample 83 image
[2024-04-07 07:09:22,028][INFO] --PGD sample 83 image
[2024-04-07 07:09:24,928][INFO] --FGSM sample 84 image
[2024-04-07 07:09:25,533][INFO] --PGD sample 84 image
[2024-04-07 07:09:28,436][INFO] --FGSM sample 85 image
[2024-04-07 07:09:29,038][INFO] --PGD sample 85 image
[2024-04-07 07:09:31,941][INFO] --FGSM sample 86 image
[2024-04-07 07:09:32,545][INFO] --PGD sample 86 image
[2024-04-07 07:09:35,450][INFO] --FGSM sample 87 image
[2024-04-07 07:09:36,051][INFO] --PGD sample 87 image
[2024-04-07 07:09:38,958][INFO] --FGSM sample 88 image
[2024-04-07 07:09:39,574][INFO] --PGD sample 88 image
[2024-04-07 07:09:42,479][INFO] --FGSM sample 89 image
[2024-04-07 07:09:43,090][INFO] --PGD sample 89 image
[2024-04-07 07:09:45,994][INFO] --FGSM sample 90 image
[2024-04-07 07:09:47,186][INFO] --PGD sample 90 image
[2024-04-07 07:09:50,094][INFO] --FGSM sample 91 image
[2024-04-07 07:09:50,696][INFO] --PGD sample 91 image
[2024-04-07 07:09:53,603][INFO] --FGSM sample 92 image
[2024-04-07 07:09:54,209][INFO] --PGD sample 92 image
[2024-04-07 07:09:57,125][INFO] --FGSM sample 93 image
[2024-04-07 07:09:57,750][INFO] --PGD sample 93 image
[2024-04-07 07:10:00,696][INFO] --FGSM sample 94 image
[2024-04-07 07:10:01,299][INFO] --PGD sample 94 image
[2024-04-07 07:10:04,212][INFO] --FGSM sample 95 image
[2024-04-07 07:10:04,816][INFO] --PGD sample 95 image
[2024-04-07 07:10:07,723][INFO] --FGSM sample 96 image
[2024-04-07 07:10:08,362][INFO] --PGD sample 96 image
[2024-04-07 07:10:11,769][INFO] --FGSM sample 97 image
[2024-04-07 07:10:12,473][INFO] --PGD sample 97 image
[2024-04-07 07:10:15,877][INFO] --FGSM sample 98 image
[2024-04-07 07:10:16,580][INFO] --PGD sample 98 image
[2024-04-07 07:10:19,978][INFO] --FGSM sample 99 image
[2024-04-07 07:10:20,680][INFO] --PGD sample 99 image
[2024-04-07 07:10:24,078][INFO] --FGSM sample 100 image
[2024-04-07 07:10:24,786][INFO] --PGD sample 100 image
[2024-04-07 07:10:29,983][INFO] --get the 4 part of the feature_lb and feature_ub
[2024-04-07 07:12:54,563][INFO] --Test repair set accuracy 0.0
[2024-04-07 07:12:55,820][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 499
--- End of feature PatchNet ---
[2024-04-07 07:12:55,830][INFO] [0m 0s (0.002 seconds)] Start repair part 0: 0
[2024-04-07 07:12:55,830][INFO] [0m 0s (0.002 seconds)] After epoch 0:
[2024-04-07 07:12:55,830][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:12:56,047][INFO] min loss 6.042087078094482, max loss 13653.2744140625.
[2024-04-07 07:12:56,051][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-04-07 07:12:56,106][INFO] Test set accuracy 0.6825.
[2024-04-07 07:12:56,106][INFO] repair set accuracy 0.0.
[2024-04-07 07:12:56,107][INFO] attacked test set accuracy 0.003.
[2024-04-07 07:12:56,107][INFO] 
[0m 0s (0.279 seconds)] Starting epoch 1:
[2024-04-07 07:12:56,986][INFO] [0m 1s (1.159 seconds)] After epoch 1:
[2024-04-07 07:12:56,986][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:12:57,202][INFO] min loss 0.0, max loss 0.0.
[2024-04-07 07:12:57,202][INFO] All 100 abstractions certified.
[2024-04-07 07:12:57,257][INFO] Test set accuracy 0.6825.
[2024-04-07 07:12:57,257][INFO] repair set accuracy 1.0.
[2024-04-07 07:12:57,257][INFO] attacked test set accuracy 1.0.
[2024-04-07 07:12:58,365][INFO] Accuracy at every epoch: [0.6825, 0.6825]
[2024-04-07 07:12:58,365][INFO] After 1 epochs / 0m 1s (1.429 seconds), eventually the trained network got certified? True, with 0.6825 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-04-07 07:12:58,368][INFO] [0m 2s (2.541 seconds)] Start repair part 1: 100
[2024-04-07 07:12:58,369][INFO] [0m 2s (2.541 seconds)] After epoch 0:
[2024-04-07 07:12:58,369][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:12:58,582][INFO] min loss 4.124906539916992, max loss 9260.552734375.
[2024-04-07 07:12:58,586][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-04-07 07:12:58,641][INFO] Test set accuracy 0.6825.
[2024-04-07 07:12:58,641][INFO] repair set accuracy 0.0.
[2024-04-07 07:12:58,641][INFO] attacked test set accuracy 0.004.
[2024-04-07 07:12:58,641][INFO] 
[0m 2s (2.813 seconds)] Starting epoch 1:
[2024-04-07 07:12:59,527][INFO] [0m 3s (3.699 seconds)] After epoch 1:
[2024-04-07 07:12:59,527][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:12:59,741][INFO] min loss 0.0, max loss 0.0.
[2024-04-07 07:12:59,741][INFO] All 100 abstractions certified.
[2024-04-07 07:12:59,796][INFO] Test set accuracy 0.6825.
[2024-04-07 07:12:59,796][INFO] repair set accuracy 1.0.
[2024-04-07 07:12:59,796][INFO] attacked test set accuracy 1.0.
[2024-04-07 07:13:01,504][INFO] Accuracy at every epoch: [0.6825, 0.6825]
[2024-04-07 07:13:01,504][INFO] After 1 epochs / 0m 3s (3.969 seconds), eventually the trained network got certified? True, with 0.6825 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-04-07 07:13:01,508][INFO] [0m 5s (5.681 seconds)] Start repair part 2: 200
[2024-04-07 07:13:01,508][INFO] [0m 5s (5.681 seconds)] After epoch 0:
[2024-04-07 07:13:01,508][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:13:01,728][INFO] min loss 12.44764518737793, max loss 10000.5078125.
[2024-04-07 07:13:01,733][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-04-07 07:13:01,788][INFO] Test set accuracy 0.6825.
[2024-04-07 07:13:01,788][INFO] repair set accuracy 0.0.
[2024-04-07 07:13:01,788][INFO] attacked test set accuracy 0.005.
[2024-04-07 07:13:01,788][INFO] 
[0m 5s (5.961 seconds)] Starting epoch 1:
[2024-04-07 07:13:02,689][INFO] [0m 6s (6.862 seconds)] After epoch 1:
[2024-04-07 07:13:02,689][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:13:02,903][INFO] min loss 0.0, max loss 0.0.
[2024-04-07 07:13:02,903][INFO] All 100 abstractions certified.
[2024-04-07 07:13:02,957][INFO] Test set accuracy 0.6825.
[2024-04-07 07:13:02,957][INFO] repair set accuracy 1.0.
[2024-04-07 07:13:02,957][INFO] attacked test set accuracy 1.0.
[2024-04-07 07:13:04,522][INFO] Accuracy at every epoch: [0.6825, 0.6825]
[2024-04-07 07:13:04,522][INFO] After 1 epochs / 0m 7s (7.130 seconds), eventually the trained network got certified? True, with 0.6825 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-04-07 07:13:04,527][INFO] [0m 8s (8.699 seconds)] Start repair part 3: 300
[2024-04-07 07:13:04,527][INFO] [0m 8s (8.699 seconds)] After epoch 0:
[2024-04-07 07:13:04,527][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:13:04,740][INFO] min loss 10.126968383789062, max loss 9222.7646484375.
[2024-04-07 07:13:04,744][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
