[2024-04-07 07:07:25,003][INFO] 
===== wide_resnet101_2-2-feature-1000-2024-04-07-07-07-24 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: wide_resnet101_2
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 10
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f97ba1723a0>
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f97ba165310>
[2024-04-07 07:30:24,216][INFO] --PGD sample 5 image
[2024-04-07 07:30:26,624][INFO] --FGSM sample 6 image
[2024-04-07 07:30:27,169][INFO] --PGD sample 6 image
[2024-04-07 07:30:29,663][INFO] --FGSM sample 7 image
[2024-04-07 07:30:30,146][INFO] --PGD sample 7 image
[2024-04-07 07:30:32,536][INFO] --FGSM sample 8 image
[2024-04-07 07:30:33,065][INFO] --PGD sample 8 image
[2024-04-07 07:30:35,476][INFO] --FGSM sample 9 image
[2024-04-07 07:30:35,980][INFO] --PGD sample 9 image
[2024-04-07 07:30:38,398][INFO] --FGSM sample 10 image
[2024-04-07 07:30:38,924][INFO] --PGD sample 10 image
[2024-04-07 07:30:41,473][INFO] --FGSM sample 11 image
[2024-04-07 07:30:42,022][INFO] --PGD sample 11 image
[2024-04-07 07:30:44,512][INFO] --FGSM sample 12 image
[2024-04-07 07:30:45,034][INFO] --PGD sample 12 image
[2024-04-07 07:30:47,558][INFO] --FGSM sample 13 image
[2024-04-07 07:30:48,112][INFO] --PGD sample 13 image
[2024-04-07 07:30:50,497][INFO] --FGSM sample 14 image
[2024-04-07 07:30:51,015][INFO] --PGD sample 14 image
[2024-04-07 07:30:53,346][INFO] --FGSM sample 15 image
[2024-04-07 07:30:53,789][INFO] --PGD sample 15 image
[2024-04-07 07:30:55,967][INFO] --FGSM sample 16 image
[2024-04-07 07:30:56,418][INFO] --PGD sample 16 image
[2024-04-07 07:30:58,532][INFO] --FGSM sample 17 image
[2024-04-07 07:30:58,975][INFO] --PGD sample 17 image
[2024-04-07 07:31:01,262][INFO] --FGSM sample 18 image
[2024-04-07 07:31:01,714][INFO] --PGD sample 18 image
[2024-04-07 07:31:03,830][INFO] --FGSM sample 19 image
[2024-04-07 07:31:04,327][INFO] --PGD sample 19 image
[2024-04-07 07:31:06,514][INFO] --FGSM sample 20 image
[2024-04-07 07:31:06,965][INFO] --PGD sample 20 image
[2024-04-07 07:31:09,092][INFO] --FGSM sample 21 image
[2024-04-07 07:31:09,552][INFO] --PGD sample 21 image
[2024-04-07 07:31:11,847][INFO] --FGSM sample 22 image
[2024-04-07 07:31:12,296][INFO] --PGD sample 22 image
[2024-04-07 07:31:14,697][INFO] --FGSM sample 23 image
[2024-04-07 07:31:15,270][INFO] --PGD sample 23 image
[2024-04-07 07:31:17,868][INFO] --FGSM sample 24 image
[2024-04-07 07:31:18,360][INFO] --PGD sample 24 image
[2024-04-07 07:31:20,825][INFO] --FGSM sample 25 image
[2024-04-07 07:31:21,325][INFO] --PGD sample 25 image
[2024-04-07 07:31:24,069][INFO] --FGSM sample 26 image
[2024-04-07 07:31:24,643][INFO] --PGD sample 26 image
[2024-04-07 07:31:27,284][INFO] --FGSM sample 27 image
[2024-04-07 07:31:27,863][INFO] --PGD sample 27 image
[2024-04-07 07:31:30,586][INFO] --FGSM sample 28 image
[2024-04-07 07:31:31,113][INFO] --PGD sample 28 image
[2024-04-07 07:31:33,864][INFO] --FGSM sample 29 image
[2024-04-07 07:31:34,450][INFO] --PGD sample 29 image
[2024-04-07 07:31:37,209][INFO] --FGSM sample 30 image
[2024-04-07 07:31:37,795][INFO] --PGD sample 30 image
[2024-04-07 07:31:40,269][INFO] --FGSM sample 31 image
[2024-04-07 07:31:40,800][INFO] --PGD sample 31 image
[2024-04-07 07:31:43,562][INFO] --FGSM sample 32 image
[2024-04-07 07:31:44,140][INFO] --PGD sample 32 image
[2024-04-07 07:31:46,933][INFO] --FGSM sample 33 image
[2024-04-07 07:31:47,498][INFO] --PGD sample 33 image
[2024-04-07 07:31:50,269][INFO] --FGSM sample 34 image
[2024-04-07 07:31:50,822][INFO] --PGD sample 34 image
[2024-04-07 07:31:53,083][INFO] --FGSM sample 35 image
[2024-04-07 07:31:55,468][INFO] --PGD sample 35 image
[2024-04-07 07:31:57,965][INFO] --FGSM sample 36 image
[2024-04-07 07:31:58,494][INFO] --PGD sample 36 image
[2024-04-07 07:32:00,556][INFO] --FGSM sample 37 image
[2024-04-07 07:32:00,974][INFO] --PGD sample 37 image
[2024-04-07 07:32:02,977][INFO] --FGSM sample 38 image
[2024-04-07 07:32:03,399][INFO] --PGD sample 38 image
[2024-04-07 07:32:05,388][INFO] --FGSM sample 39 image
[2024-04-07 07:32:05,804][INFO] --PGD sample 39 image
[2024-04-07 07:32:07,798][INFO] --FGSM sample 40 image
[2024-04-07 07:32:08,224][INFO] --PGD sample 40 image
[2024-04-07 07:32:10,215][INFO] --FGSM sample 41 image
[2024-04-07 07:32:10,636][INFO] --PGD sample 41 image
[2024-04-07 07:32:12,628][INFO] --FGSM sample 42 image
[2024-04-07 07:32:13,045][INFO] --PGD sample 42 image
[2024-04-07 07:32:15,036][INFO] --FGSM sample 43 image
[2024-04-07 07:32:15,453][INFO] --PGD sample 43 image
[2024-04-07 07:32:17,777][INFO] --FGSM sample 44 image
[2024-04-07 07:32:18,322][INFO] --PGD sample 44 image
[2024-04-07 07:32:20,936][INFO] --FGSM sample 45 image
[2024-04-07 07:32:21,489][INFO] --PGD sample 45 image
[2024-04-07 07:32:24,099][INFO] --FGSM sample 46 image
[2024-04-07 07:32:24,654][INFO] --PGD sample 46 image
[2024-04-07 07:32:27,283][INFO] --FGSM sample 47 image
[2024-04-07 07:32:27,830][INFO] --PGD sample 47 image
[2024-04-07 07:32:30,440][INFO] --FGSM sample 48 image
[2024-04-07 07:32:30,992][INFO] --PGD sample 48 image
[2024-04-07 07:32:33,636][INFO] --FGSM sample 49 image
[2024-04-07 07:32:34,187][INFO] --PGD sample 49 image
[2024-04-07 07:32:36,824][INFO] --FGSM sample 50 image
[2024-04-07 07:32:37,377][INFO] --PGD sample 50 image
[2024-04-07 07:32:40,013][INFO] --FGSM sample 51 image
[2024-04-07 07:32:40,580][INFO] --PGD sample 51 image
[2024-04-07 07:32:43,084][INFO] --FGSM sample 52 image
[2024-04-07 07:32:43,599][INFO] --PGD sample 52 image
[2024-04-07 07:32:46,175][INFO] --FGSM sample 53 image
[2024-04-07 07:32:46,732][INFO] --PGD sample 53 image
[2024-04-07 07:32:49,340][INFO] --FGSM sample 54 image
[2024-04-07 07:32:49,894][INFO] --PGD sample 54 image
[2024-04-07 07:32:52,500][INFO] --FGSM sample 55 image
[2024-04-07 07:32:53,051][INFO] --PGD sample 55 image
[2024-04-07 07:32:55,652][INFO] --FGSM sample 56 image
[2024-04-07 07:32:56,198][INFO] --PGD sample 56 image
[2024-04-07 07:32:58,807][INFO] --FGSM sample 57 image
[2024-04-07 07:32:59,349][INFO] --PGD sample 57 image
[2024-04-07 07:33:01,957][INFO] --FGSM sample 58 image
[2024-04-07 07:33:02,506][INFO] --PGD sample 58 image
[2024-04-07 07:33:05,124][INFO] --FGSM sample 59 image
[2024-04-07 07:33:05,669][INFO] --PGD sample 59 image
[2024-04-07 07:33:08,282][INFO] --FGSM sample 60 image
[2024-04-07 07:33:08,825][INFO] --PGD sample 60 image
[2024-04-07 07:33:11,433][INFO] --FGSM sample 61 image
[2024-04-07 07:33:11,976][INFO] --PGD sample 61 image
[2024-04-07 07:33:14,585][INFO] --FGSM sample 62 image
[2024-04-07 07:33:15,129][INFO] --PGD sample 62 image
[2024-04-07 07:33:17,744][INFO] --FGSM sample 63 image
[2024-04-07 07:33:18,291][INFO] --PGD sample 63 image
[2024-04-07 07:33:20,903][INFO] --FGSM sample 64 image
[2024-04-07 07:33:21,449][INFO] --PGD sample 64 image
[2024-04-07 07:33:23,745][INFO] --FGSM sample 65 image
[2024-04-07 07:33:24,149][INFO] --PGD sample 65 image
[2024-04-07 07:33:26,144][INFO] --FGSM sample 66 image
[2024-04-07 07:33:26,565][INFO] --PGD sample 66 image
[2024-04-07 07:33:28,567][INFO] --FGSM sample 67 image
[2024-04-07 07:33:28,985][INFO] --PGD sample 67 image
[2024-04-07 07:33:30,999][INFO] --FGSM sample 68 image
[2024-04-07 07:33:31,417][INFO] --PGD sample 68 image
[2024-04-07 07:33:33,419][INFO] --FGSM sample 69 image
[2024-04-07 07:33:33,841][INFO] --PGD sample 69 image
[2024-04-07 07:33:35,961][INFO] --FGSM sample 70 image
[2024-04-07 07:33:36,454][INFO] --PGD sample 70 image
[2024-04-07 07:33:39,064][INFO] --FGSM sample 71 image
[2024-04-07 07:33:39,607][INFO] --PGD sample 71 image
[2024-04-07 07:33:42,234][INFO] --FGSM sample 72 image
[2024-04-07 07:33:42,791][INFO] --PGD sample 72 image
[2024-04-07 07:33:45,243][INFO] --FGSM sample 73 image
[2024-04-07 07:33:45,682][INFO] --PGD sample 73 image
[2024-04-07 07:33:48,023][INFO] --FGSM sample 74 image
[2024-04-07 07:33:48,478][INFO] --PGD sample 74 image
[2024-04-07 07:33:50,642][INFO] --FGSM sample 75 image
[2024-04-07 07:33:51,097][INFO] --PGD sample 75 image
[2024-04-07 07:33:53,283][INFO] --FGSM sample 76 image
[2024-04-07 07:33:53,783][INFO] --PGD sample 76 image
[2024-04-07 07:33:56,648][INFO] --FGSM sample 77 image
[2024-04-07 07:33:57,254][INFO] --PGD sample 77 image
[2024-04-07 07:34:00,100][INFO] --FGSM sample 78 image
[2024-04-07 07:34:00,703][INFO] --PGD sample 78 image
[2024-04-07 07:34:03,576][INFO] --FGSM sample 79 image
[2024-04-07 07:34:04,176][INFO] --PGD sample 79 image
[2024-04-07 07:34:06,896][INFO] --FGSM sample 80 image
[2024-04-07 07:34:07,389][INFO] --PGD sample 80 image
[2024-04-07 07:34:09,758][INFO] --FGSM sample 81 image
[2024-04-07 07:34:10,260][INFO] --PGD sample 81 image
[2024-04-07 07:34:12,643][INFO] --FGSM sample 82 image
[2024-04-07 07:34:13,152][INFO] --PGD sample 82 image
[2024-04-07 07:34:15,534][INFO] --FGSM sample 83 image
[2024-04-07 07:34:16,042][INFO] --PGD sample 83 image
[2024-04-07 07:34:18,396][INFO] --FGSM sample 84 image
[2024-04-07 07:34:18,887][INFO] --PGD sample 84 image
[2024-04-07 07:34:21,236][INFO] --FGSM sample 85 image
[2024-04-07 07:34:21,739][INFO] --PGD sample 85 image
[2024-04-07 07:34:24,073][INFO] --FGSM sample 86 image
[2024-04-07 07:34:25,522][INFO] --PGD sample 86 image
[2024-04-07 07:34:27,892][INFO] --FGSM sample 87 image
[2024-04-07 07:34:28,387][INFO] --PGD sample 87 image
[2024-04-07 07:34:30,762][INFO] --FGSM sample 88 image
[2024-04-07 07:34:31,259][INFO] --PGD sample 88 image
[2024-04-07 07:34:33,635][INFO] --FGSM sample 89 image
[2024-04-07 07:34:34,135][INFO] --PGD sample 89 image
[2024-04-07 07:34:36,504][INFO] --FGSM sample 90 image
[2024-04-07 07:34:37,009][INFO] --PGD sample 90 image
[2024-04-07 07:34:39,411][INFO] --FGSM sample 91 image
[2024-04-07 07:34:39,913][INFO] --PGD sample 91 image
[2024-04-07 07:34:42,271][INFO] --FGSM sample 92 image
[2024-04-07 07:34:42,766][INFO] --PGD sample 92 image
[2024-04-07 07:34:45,123][INFO] --FGSM sample 93 image
[2024-04-07 07:34:45,615][INFO] --PGD sample 93 image
[2024-04-07 07:34:47,975][INFO] --FGSM sample 94 image
[2024-04-07 07:34:48,470][INFO] --PGD sample 94 image
[2024-04-07 07:34:50,835][INFO] --FGSM sample 95 image
[2024-04-07 07:34:51,343][INFO] --PGD sample 95 image
[2024-04-07 07:34:53,838][INFO] --FGSM sample 96 image
[2024-04-07 07:34:54,440][INFO] --PGD sample 96 image
[2024-04-07 07:34:57,247][INFO] --FGSM sample 97 image
[2024-04-07 07:34:57,836][INFO] --PGD sample 97 image
[2024-04-07 07:35:00,717][INFO] --FGSM sample 98 image
[2024-04-07 07:35:04,188][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:35:04,188][INFO] --PGD sample 98 image
[2024-04-07 07:35:07,080][INFO] --FGSM sample 99 image
[2024-04-07 07:35:07,688][INFO] --PGD sample 99 image
[2024-04-07 07:35:10,562][INFO] --FGSM sample 100 image
[2024-04-07 07:35:11,728][INFO] --PGD sample 100 image
[2024-04-07 07:35:16,579][INFO] --get the 4 part of the feature_lb and feature_ub
[2024-04-07 07:35:16,580][INFO] --sample the 5 part of the originalset
[2024-04-07 07:35:16,580][INFO] --FGSM sample 1 image
[2024-04-07 07:35:17,156][INFO] --PGD sample 1 image
[2024-04-07 07:35:19,989][INFO] --FGSM sample 2 image
[2024-04-07 07:35:23,379][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:35:23,380][INFO] --PGD sample 2 image
[2024-04-07 07:35:26,201][INFO] --FGSM sample 3 image
[2024-04-07 07:35:26,789][INFO] --PGD sample 3 image
[2024-04-07 07:35:29,568][INFO] --FGSM sample 4 image
[2024-04-07 07:35:32,781][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:35:32,781][INFO] --PGD sample 4 image
[2024-04-07 07:35:35,357][INFO] --FGSM sample 5 image
[2024-04-07 07:35:35,881][INFO] --PGD sample 5 image
[2024-04-07 07:35:38,457][INFO] --FGSM sample 6 image
[2024-04-07 07:35:39,004][INFO] --PGD sample 6 image
[2024-04-07 07:35:41,554][INFO] --FGSM sample 7 image
[2024-04-07 07:35:42,094][INFO] --PGD sample 7 image
[2024-04-07 07:35:44,660][INFO] --FGSM sample 8 image
[2024-04-07 07:35:45,196][INFO] --PGD sample 8 image
[2024-04-07 07:35:47,764][INFO] --FGSM sample 9 image
[2024-04-07 07:35:48,291][INFO] --PGD sample 9 image
[2024-04-07 07:35:50,849][INFO] --FGSM sample 10 image
[2024-04-07 07:35:51,389][INFO] --PGD sample 10 image
[2024-04-07 07:35:53,970][INFO] --FGSM sample 11 image
[2024-04-07 07:35:54,513][INFO] --PGD sample 11 image
[2024-04-07 07:35:57,089][INFO] --FGSM sample 12 image
[2024-04-07 07:35:57,631][INFO] --PGD sample 12 image
[2024-04-07 07:36:00,207][INFO] --FGSM sample 13 image
[2024-04-07 07:36:00,756][INFO] --PGD sample 13 image
[2024-04-07 07:36:03,328][INFO] --FGSM sample 14 image
[2024-04-07 07:36:03,867][INFO] --PGD sample 14 image
[2024-04-07 07:36:06,435][INFO] --FGSM sample 15 image
[2024-04-07 07:36:06,974][INFO] --PGD sample 15 image
[2024-04-07 07:36:09,646][INFO] --FGSM sample 16 image
[2024-04-07 07:36:10,238][INFO] --PGD sample 16 image
[2024-04-07 07:36:13,073][INFO] --FGSM sample 17 image
[2024-04-07 07:36:16,469][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:36:16,470][INFO] --PGD sample 17 image
[2024-04-07 07:36:19,173][INFO] --FGSM sample 18 image
[2024-04-07 07:36:19,762][INFO] --PGD sample 18 image
[2024-04-07 07:36:22,584][INFO] --FGSM sample 19 image
[2024-04-07 07:36:23,177][INFO] --PGD sample 19 image
[2024-04-07 07:36:26,015][INFO] --FGSM sample 20 image
[2024-04-07 07:36:26,598][INFO] --PGD sample 20 image
[2024-04-07 07:36:29,385][INFO] --FGSM sample 21 image
[2024-04-07 07:36:29,938][INFO] --PGD sample 21 image
[2024-04-07 07:36:32,515][INFO] --FGSM sample 22 image
[2024-04-07 07:36:33,068][INFO] --PGD sample 22 image
[2024-04-07 07:36:35,809][INFO] --FGSM sample 23 image
[2024-04-07 07:36:36,346][INFO] --PGD sample 23 image
[2024-04-07 07:36:38,933][INFO] --FGSM sample 24 image
[2024-04-07 07:36:39,469][INFO] --PGD sample 24 image
[2024-04-07 07:36:42,061][INFO] --FGSM sample 25 image
[2024-04-07 07:36:42,602][INFO] --PGD sample 25 image
[2024-04-07 07:36:45,186][INFO] --FGSM sample 26 image
[2024-04-07 07:36:45,729][INFO] --PGD sample 26 image
[2024-04-07 07:36:48,323][INFO] --FGSM sample 27 image
[2024-04-07 07:36:48,873][INFO] --PGD sample 27 image
[2024-04-07 07:36:51,470][INFO] --FGSM sample 28 image
[2024-04-07 07:36:52,011][INFO] --PGD sample 28 image
[2024-04-07 07:36:54,608][INFO] --FGSM sample 29 image
[2024-04-07 07:36:55,147][INFO] --PGD sample 29 image
[2024-04-07 07:36:57,715][INFO] --FGSM sample 30 image
[2024-04-07 07:36:58,235][INFO] --PGD sample 30 image
[2024-04-07 07:37:00,650][INFO] --FGSM sample 31 image
[2024-04-07 07:37:01,167][INFO] --PGD sample 31 image
[2024-04-07 07:37:03,572][INFO] --FGSM sample 32 image
[2024-04-07 07:37:04,099][INFO] --PGD sample 32 image
[2024-04-07 07:37:06,513][INFO] --FGSM sample 33 image
[2024-04-07 07:37:07,031][INFO] --PGD sample 33 image
[2024-04-07 07:37:09,426][INFO] --FGSM sample 34 image
[2024-04-07 07:37:09,929][INFO] --PGD sample 34 image
[2024-04-07 07:37:12,409][INFO] --FGSM sample 35 image
[2024-04-07 07:37:12,972][INFO] --PGD sample 35 image
[2024-04-07 07:37:15,407][INFO] --FGSM sample 36 image
[2024-04-07 07:37:15,907][INFO] --PGD sample 36 image
[2024-04-07 07:37:18,326][INFO] --FGSM sample 37 image
[2024-04-07 07:37:18,824][INFO] --PGD sample 37 image
[2024-04-07 07:37:21,222][INFO] --FGSM sample 38 image
[2024-04-07 07:37:21,724][INFO] --PGD sample 38 image
[2024-04-07 07:37:24,122][INFO] --FGSM sample 39 image
[2024-04-07 07:37:24,623][INFO] --PGD sample 39 image
[2024-04-07 07:37:27,040][INFO] --FGSM sample 40 image
[2024-04-07 07:37:27,544][INFO] --PGD sample 40 image
[2024-04-07 07:37:29,980][INFO] --FGSM sample 41 image
[2024-04-07 07:37:30,567][INFO] --PGD sample 41 image
[2024-04-07 07:37:33,369][INFO] --FGSM sample 42 image
[2024-04-07 07:37:33,891][INFO] --PGD sample 42 image
[2024-04-07 07:37:36,697][INFO] --FGSM sample 43 image
[2024-04-07 07:37:40,073][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:37:40,073][INFO] --PGD sample 43 image
[2024-04-07 07:37:42,891][INFO] --FGSM sample 44 image
[2024-04-07 07:37:43,481][INFO] --PGD sample 44 image
[2024-04-07 07:37:46,223][INFO] --FGSM sample 45 image
[2024-04-07 07:37:46,662][INFO] --PGD sample 45 image
[2024-04-07 07:37:48,824][INFO] --FGSM sample 46 image
[2024-04-07 07:37:49,280][INFO] --PGD sample 46 image
[2024-04-07 07:37:51,440][INFO] --FGSM sample 47 image
[2024-04-07 07:37:51,891][INFO] --PGD sample 47 image
[2024-04-07 07:37:54,471][INFO] --FGSM sample 48 image
[2024-04-07 07:37:55,044][INFO] --PGD sample 48 image
[2024-04-07 07:37:57,832][INFO] --FGSM sample 49 image
[2024-04-07 07:37:58,366][INFO] --PGD sample 49 image
[2024-04-07 07:38:01,194][INFO] --FGSM sample 50 image
[2024-04-07 07:38:01,787][INFO] --PGD sample 50 image
[2024-04-07 07:38:04,403][INFO] --FGSM sample 51 image
[2024-04-07 07:38:04,996][INFO] --PGD sample 51 image
[2024-04-07 07:38:07,845][INFO] --FGSM sample 52 image
[2024-04-07 07:38:08,438][INFO] --PGD sample 52 image
[2024-04-07 07:38:11,278][INFO] --FGSM sample 53 image
[2024-04-07 07:38:11,874][INFO] --PGD sample 53 image
[2024-04-07 07:38:14,723][INFO] --FGSM sample 54 image
[2024-04-07 07:38:15,309][INFO] --PGD sample 54 image
[2024-04-07 07:38:18,129][INFO] --FGSM sample 55 image
[2024-04-07 07:38:18,717][INFO] --PGD sample 55 image
[2024-04-07 07:38:21,347][INFO] --FGSM sample 56 image
[2024-04-07 07:38:21,872][INFO] --PGD sample 56 image
[2024-04-07 07:38:24,524][INFO] --FGSM sample 57 image
[2024-04-07 07:38:24,998][INFO] --PGD sample 57 image
[2024-04-07 07:38:27,309][INFO] --FGSM sample 58 image
[2024-04-07 07:38:27,744][INFO] --PGD sample 58 image
[2024-04-07 07:38:30,068][INFO] --FGSM sample 59 image
[2024-04-07 07:38:30,540][INFO] --PGD sample 59 image
[2024-04-07 07:38:32,831][INFO] --FGSM sample 60 image
[2024-04-07 07:38:33,337][INFO] --PGD sample 60 image
[2024-04-07 07:38:35,694][INFO] --FGSM sample 61 image
[2024-04-07 07:38:36,232][INFO] --PGD sample 61 image
[2024-04-07 07:38:38,765][INFO] --FGSM sample 62 image
[2024-04-07 07:38:39,299][INFO] --PGD sample 62 image
[2024-04-07 07:38:41,829][INFO] --FGSM sample 63 image
[2024-04-07 07:38:42,366][INFO] --PGD sample 63 image
[2024-04-07 07:38:44,896][INFO] --FGSM sample 64 image
[2024-04-07 07:38:45,430][INFO] --PGD sample 64 image
[2024-04-07 07:38:47,980][INFO] --FGSM sample 65 image
[2024-04-07 07:38:48,513][INFO] --PGD sample 65 image
[2024-04-07 07:38:51,057][INFO] --FGSM sample 66 image
[2024-04-07 07:38:51,588][INFO] --PGD sample 66 image
[2024-04-07 07:38:54,112][INFO] --FGSM sample 67 image
[2024-04-07 07:38:54,649][INFO] --PGD sample 67 image
[2024-04-07 07:38:57,199][INFO] --FGSM sample 68 image
[2024-04-07 07:39:00,253][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:39:00,253][INFO] --PGD sample 68 image
[2024-04-07 07:39:02,795][INFO] --FGSM sample 69 image
[2024-04-07 07:39:03,328][INFO] --PGD sample 69 image
[2024-04-07 07:39:05,879][INFO] --FGSM sample 70 image
[2024-04-07 07:39:06,358][INFO] --PGD sample 70 image
[2024-04-07 07:39:08,613][INFO] --FGSM sample 71 image
[2024-04-07 07:39:09,119][INFO] --PGD sample 71 image
[2024-04-07 07:39:11,189][INFO] --FGSM sample 72 image
[2024-04-07 07:39:11,635][INFO] --PGD sample 72 image
[2024-04-07 07:39:13,688][INFO] --FGSM sample 73 image
[2024-04-07 07:39:14,120][INFO] --PGD sample 73 image
[2024-04-07 07:39:16,139][INFO] --FGSM sample 74 image
[2024-04-07 07:39:16,560][INFO] --PGD sample 74 image
[2024-04-07 07:39:18,572][INFO] --FGSM sample 75 image
[2024-04-07 07:39:19,001][INFO] --PGD sample 75 image
[2024-04-07 07:39:21,019][INFO] --FGSM sample 76 image
[2024-04-07 07:39:21,441][INFO] --PGD sample 76 image
[2024-04-07 07:39:23,455][INFO] --FGSM sample 77 image
[2024-04-07 07:39:23,888][INFO] --PGD sample 77 image
[2024-04-07 07:39:25,913][INFO] --FGSM sample 78 image
[2024-04-07 07:39:26,343][INFO] --PGD sample 78 image
[2024-04-07 07:39:28,376][INFO] --FGSM sample 79 image
[2024-04-07 07:39:28,797][INFO] --PGD sample 79 image
[2024-04-07 07:39:30,816][INFO] --FGSM sample 80 image
[2024-04-07 07:39:31,243][INFO] --PGD sample 80 image
[2024-04-07 07:39:33,256][INFO] --FGSM sample 81 image
[2024-04-07 07:39:33,680][INFO] --PGD sample 81 image
[2024-04-07 07:39:35,705][INFO] --FGSM sample 82 image
[2024-04-07 07:39:36,126][INFO] --PGD sample 82 image
[2024-04-07 07:39:38,146][INFO] --FGSM sample 83 image
[2024-04-07 07:39:38,571][INFO] --PGD sample 83 image
[2024-04-07 07:39:40,588][INFO] --FGSM sample 84 image
[2024-04-07 07:39:41,017][INFO] --PGD sample 84 image
[2024-04-07 07:39:43,033][INFO] --FGSM sample 85 image
[2024-04-07 07:39:43,466][INFO] --PGD sample 85 image
[2024-04-07 07:39:45,483][INFO] --FGSM sample 86 image
[2024-04-07 07:39:45,911][INFO] --PGD sample 86 image
[2024-04-07 07:39:47,929][INFO] --FGSM sample 87 image
[2024-04-07 07:39:48,354][INFO] --PGD sample 87 image
[2024-04-07 07:39:50,371][INFO] --FGSM sample 88 image
[2024-04-07 07:39:50,792][INFO] --PGD sample 88 image
[2024-04-07 07:39:52,808][INFO] --FGSM sample 89 image
[2024-04-07 07:39:53,237][INFO] --PGD sample 89 image
[2024-04-07 07:39:55,253][INFO] --FGSM sample 90 image
[2024-04-07 07:39:55,679][INFO] --PGD sample 90 image
[2024-04-07 07:39:57,695][INFO] --FGSM sample 91 image
[2024-04-07 07:39:58,121][INFO] --PGD sample 91 image
[2024-04-07 07:40:00,140][INFO] --FGSM sample 92 image
[2024-04-07 07:40:00,560][INFO] --PGD sample 92 image
[2024-04-07 07:40:02,570][INFO] --FGSM sample 93 image
[2024-04-07 07:40:03,003][INFO] --PGD sample 93 image
[2024-04-07 07:40:05,021][INFO] --FGSM sample 94 image
[2024-04-07 07:40:05,445][INFO] --PGD sample 94 image
[2024-04-07 07:40:07,457][INFO] --FGSM sample 95 image
[2024-04-07 07:40:07,877][INFO] --PGD sample 95 image
[2024-04-07 07:40:09,886][INFO] --FGSM sample 96 image
[2024-04-07 07:40:10,305][INFO] --PGD sample 96 image
[2024-04-07 07:40:12,342][INFO] --FGSM sample 97 image
[2024-04-07 07:40:12,763][INFO] --PGD sample 97 image
[2024-04-07 07:40:14,771][INFO] --FGSM sample 98 image
[2024-04-07 07:40:15,199][INFO] --PGD sample 98 image
[2024-04-07 07:40:17,223][INFO] --FGSM sample 99 image
[2024-04-07 07:40:17,642][INFO] --PGD sample 99 image
[2024-04-07 07:40:19,662][INFO] --FGSM sample 100 image
[2024-04-07 07:40:20,086][INFO] --PGD sample 100 image
[2024-04-07 07:40:24,112][INFO] --get the 5 part of the feature_lb and feature_ub
[2024-04-07 07:40:24,113][INFO] --sample the 6 part of the originalset
[2024-04-07 07:40:24,113][INFO] --FGSM sample 1 image
[2024-04-07 07:40:24,531][INFO] --PGD sample 1 image
[2024-04-07 07:40:26,517][INFO] --FGSM sample 2 image
[2024-04-07 07:40:26,937][INFO] --PGD sample 2 image
[2024-04-07 07:40:28,935][INFO] --FGSM sample 3 image
[2024-04-07 07:40:29,352][INFO] --PGD sample 3 image
[2024-04-07 07:40:31,340][INFO] --FGSM sample 4 image
[2024-04-07 07:40:31,759][INFO] --PGD sample 4 image
[2024-04-07 07:40:33,753][INFO] --FGSM sample 5 image
[2024-04-07 07:40:34,171][INFO] --PGD sample 5 image
[2024-04-07 07:40:36,173][INFO] --FGSM sample 6 image
[2024-04-07 07:40:36,592][INFO] --PGD sample 6 image
[2024-04-07 07:40:38,595][INFO] --FGSM sample 7 image
[2024-04-07 07:40:39,014][INFO] --PGD sample 7 image
[2024-04-07 07:40:41,010][INFO] --FGSM sample 8 image
[2024-04-07 07:40:41,431][INFO] --PGD sample 8 image
[2024-04-07 07:40:43,436][INFO] --FGSM sample 9 image
[2024-04-07 07:40:43,862][INFO] --PGD sample 9 image
[2024-04-07 07:40:45,866][INFO] --FGSM sample 10 image
[2024-04-07 07:40:46,292][INFO] --PGD sample 10 image
[2024-04-07 07:40:48,294][INFO] --FGSM sample 11 image
[2024-04-07 07:40:48,716][INFO] --PGD sample 11 image
[2024-04-07 07:40:50,724][INFO] --FGSM sample 12 image
[2024-04-07 07:40:51,141][INFO] --PGD sample 12 image
